function	ALC_19	ALC_20	CIR_18	CIR_19	ERR844085	ERR844086	IL_18	Met9_18	My_20	PR9_18	Pty_20	SRR2029458	SRR2029459	SRR2029460	SRR2071024	SRR2071075	SRR7135742	SRR7135743	V3_20	VT_20
5.99.1.2-RXN	12499.75	35504.34	13624.5	45501.0	76379.01	116380.67	7599.25	9485.66	40256.83	7433.5	57260.17	53774.74	51510.34	57690.22	486816.91	1273109.98	134879.88	120134.42	31390.51	45826.4
5.99.1.3-RXN	22739.5	67209.34	14445.0	46467.0	103465.68	58966.34	13325.5	16542.66	77856.66	12294.0	68954.34	77926.72	69161.34	72892.7	702227.3	1791010.22	215019.62	189829.52	46461.12	91480.8
6-CARBOXYHEXANOATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	9.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.6	845.67	913.0	0.0	121.0	0.0
6-PHOSPHO-BETA-GALACTOSIDASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1445.0	5141.0	0.0	0.0	0.0	45159.0
6-PHOSPHO-BETA-GLUCOSIDASE-RXN	127.0	187.5	196.5	199.5	9820.0	55.0	198.0	845.5	14949.0	16.5	2907.0	12043.5	9745.5	9397.66	17609.5	27482.29	5786.66	10156.0	35.6	24.4
6.1.1.13-RXN	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	32.0	645.0	7854.0	0.0	0.0	54.0	0.0
6.1.1.23-RXN	0.0	40.0	0.0	0.0	818.5	0.0	0.0	90.0	0.0	0.0	0.0	0.0	0.0	0.33	988.5	6893.06	91.33	5.5	176.5	0.0
6.1.1.24-RXN	24.0	177.0	0.0	0.0	26031.17	71.0	0.0	0.0	0.0	14.0	0.0	7.0	0.0	132.0	66663.8	173096.28	5880.05	3790.67	217.31	471.0
6.1.1.26-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	259.0	0.0	0.0	0.0	0.0
6.2.1.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0
6.2.1.34-RXN	714.0	8.0	588.5	430.0	1492.0	114.0	2671.5	460.0	7558.5	1058.0	6783.0	700.0	1257.5	2924.0	23946.0	33606.34	843.33	4157.33	1728.5	24.4
6.3.1.10-RXN	10380.5	16103.67	6569.5	21692.5	33652.33	58250.67	5034.5	4657.83	22049.33	2464.5	31175.17	24033.55	20206.17	23239.54	154158.32	322127.13	38068.88	44928.67	9856.13	581.4
6.3.1.12-RXN	0.0	0.0	0.0	0.0	1078.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	58.0	288.5	46.0	0.0	57.0	0.0
6.3.2.10-RXN	11235.75	33409.67	7026.0	23122.5	50514.0	288.67	6464.75	7457.83	25863.33	6042.5	31570.17	26826.36	24859.17	27444.85	313994.99	826597.64	99603.88	82537.25	22877.39	45740.4
6.3.2.25-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	330.0	2854.0	265.0	736.0	0.0	0.0
6.3.2.29-RXN	143.0	196.0	286.0	369.0	1215.5	152.0	4496.0	21.0	4872.0	190.0	12860.0	1294.0	4250.0	4632.33	32691.17	88253.99	3195.58	11399.17	494.81	495.4
6.3.2.30-RXN	143.0	196.0	286.0	369.0	1215.5	152.0	4496.0	21.0	4872.0	190.0	12860.0	1294.0	4250.0	4632.33	32691.17	88253.99	3195.58	11399.17	494.81	495.4
6.3.2.7-RXN	0.0	0.0	0.0	0.0	1027.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	31.0	1167.0	0.0	0.0	0.0	0.0
6.3.5.6-RXN	34761.0	88198.01	21719.0	69734.5	161257.67	174590.01	23127.25	19613.99	85043.15	13490.5	99197.85	83142.15	76539.51	80113.13	1216688.38	3009377.27	290916.0	255648.1	53374.99	182961.6
6.3.5.7-RXN	34761.0	88198.01	21719.0	69734.5	161315.67	290580.01	23127.25	19613.99	85043.15	13490.5	99197.85	83142.15	76539.51	80179.13	1231470.04	3067488.27	291270.0	259698.1	53544.99	182961.6
6.4.1.6-RXN	114.0	0.0	369.0	261.0	0.0	0.0	6744.0	0.0	7308.0	0.0	648.0	192.0	117.0	1221.0	1711.5	855.0	183.0	219.0	235.5	0.0
6PFRUCTPHOS-RXN	4993.25	24226.0	866.5	2298.5	53328.85	365.34	7403.0	5983.0	25880.5	4741.5	10504.0	15030.53	16580.34	18122.17	313735.36	873137.09	100150.77	73213.03	23316.92	46211.4
6PGLUCONOLACT-RXN	10397.25	23321.67	7031.0	23997.0	28868.67	58042.0	6645.5	6037.33	12544.83	5485.5	29628.17	15068.25	17682.84	21127.08	284563.52	791491.1	90033.0	80107.5	11441.1	45269.4
7-ALPHA-HYDROXYSTEROID-DEH-RXN	512.0	440.0	0.0	0.0	186.5	0.0	0.0	981.0	30.66	372.0	15.34	23.0	508.0	760.5	450.67	2870.66	0.0	0.0	199.92	0.0
7KAPSYN-RXN	10087.75	28024.67	6913.0	23072.5	31724.34	195.0	3167.75	5955.33	21270.33	4820.5	31918.17	26271.25	24439.17	24686.33	193780.85	487819.23	52787.17	62688.92	2992.58	45293.8
ABC-10-RXN	11636.0	20788.17	6566.5	21728.0	96167.01	1247.36	6761.0	4971.33	3804.99	3442.0	34198.51	18842.62	17966.01	25612.74	381216.0	894483.52	95133.82	69731.84	32191.63	1076.8
ABC-11-RXN	11636.0	20788.17	6566.5	21728.0	96167.01	1247.36	6761.0	4971.33	3804.99	3442.0	34198.51	18842.62	17966.01	25612.74	381216.0	894483.52	95133.82	69731.84	32191.63	1076.8
ABC-12-RXN	2570.0	7001.0	1882.0	1695.0	38987.84	699.34	8163.5	3850.0	24052.83	1481.0	8612.67	6828.98	7804.5	14204.96	193358.74	415927.09	25080.93	17445.51	10094.95	557.0
ABC-13-RXN	2570.0	7001.0	1882.0	1695.0	38987.84	699.34	8163.5	3850.0	24052.83	1481.0	8612.67	6828.98	7804.5	14204.96	193358.74	415927.09	25080.93	17445.51	10094.95	557.0
ABC-14-RXN	2570.0	7001.0	1882.0	1695.0	38987.84	699.34	8163.5	3850.0	24052.83	1481.0	8612.67	6828.98	7804.5	14204.96	193358.74	415927.09	25080.93	17445.51	10094.95	557.0
ABC-18-RXN	3852.0	15181.0	1324.0	1153.0	59092.85	633.67	13039.0	6168.5	22956.64	2404.0	14102.36	6427.19	6904.0	18089.84	336572.95	700432.92	64185.18	39905.36	17500.94	1187.2
ABC-19-RXN	16187.75	25420.67	6719.0	21804.5	22867.34	57955.34	4422.25	4774.83	19963.83	2378.0	30697.17	25090.03	22667.5	23630.27	219489.3	500205.09	56858.3	69444.92	15636.34	45245.0
ABC-2-RXN	3852.0	15181.0	1324.0	1153.0	59092.85	633.67	13039.0	6168.5	22956.64	2404.0	14102.36	6427.19	6904.0	18089.84	336572.95	700432.92	64185.18	39905.36	17500.94	1187.2
ABC-20-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.66	0.0	15.34	4.88	0.0	38.88	344.0	4461.1	0.0	0.0	55.34	0.0
ABC-23-RXN	3218.5	5138.5	198.0	357.0	11271.0	123.67	1203.5	2578.5	2830.0	957.0	6831.5	1686.67	2703.0	2453.33	44729.67	79130.16	4144.83	4649.5	339.7	0.0
ABC-24-RXN	351.5	7191.5	4.0	71.0	12481.49	217.34	526.0	1707.5	87.5	605.0	340.5	2252.78	1741.0	2962.77	76876.91	166826.87	6265.5	7537.5	835.93	0.0
ABC-25-RXN	351.5	7191.5	4.0	71.0	12481.49	217.34	526.0	1707.5	87.5	605.0	340.5	2252.78	1741.0	2962.77	76876.91	166826.87	6265.5	7537.5	835.93	0.0
ABC-27-RXN	13467.75	31066.34	6776.0	21859.5	57833.67	58233.01	5450.75	8163.16	19827.33	6760.0	30697.17	25613.14	25203.5	25161.37	296267.99	751956.55	83568.72	81657.09	22938.72	45764.8
ABC-28-RXN	3852.0	15181.0	1324.0	1153.0	59092.85	633.67	13039.0	6168.5	22956.64	2404.0	14102.36	6427.19	6904.0	18089.84	336572.95	700432.92	64185.18	39905.36	17500.94	1187.2
ABC-3-RXN	2570.0	7001.0	1882.0	1695.0	38987.84	699.34	8163.5	3850.0	24052.83	1481.0	8612.67	6828.98	7804.5	14204.96	193358.74	415927.09	25080.93	17445.51	10094.95	557.0
ABC-33-RXN	3852.0	15181.0	1324.0	1153.0	59092.85	633.67	13039.0	6168.5	22956.64	2404.0	14102.36	6427.19	6904.0	18089.84	336572.95	700432.92	64185.18	39905.36	17500.94	1187.2
ABC-34-RXN	704.0	2417.0	246.0	222.0	10639.67	73.0	1788.5	1138.0	5298.33	589.0	6637.17	1137.94	1353.0	2188.44	36936.17	64584.84	5263.33	6238.33	1761.17	0.0
ABC-37-RXN	2570.0	7001.0	1882.0	1695.0	38987.84	699.34	8163.5	3850.0	24052.83	1481.0	8612.67	6828.98	7804.5	14204.96	193358.74	415927.09	25080.93	17445.51	10094.95	557.0
ABC-4-RXN	2570.0	7001.0	1882.0	1695.0	38987.84	699.34	8163.5	3850.0	24052.83	1481.0	8612.67	6828.98	7804.5	14204.96	193358.74	415927.09	25080.93	17445.51	10094.95	557.0
ABC-5-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	13.0	21.0	0.0	160.0	4.0	0.0	6.0	0.0
ABC-64-RXN	36.0	8.0	250.5	182.0	256.0	63.0	17.0	73.0	141.0	0.0	6245.0	1000.44	704.0	1075.94	1863.67	11041.33	622.0	3968.0	1576.5	0.0
ABC-7-RXN	7469.0	10674.67	12809.0	42891.5	5934.34	234.0	5121.75	3070.83	22147.33	1474.0	51585.17	33898.44	30336.5	34710.94	82102.84	186348.0	19258.34	42059.09	3822.5	86.0
ABC-70-RXN	7469.0	10674.67	12809.0	42891.5	5934.34	234.0	5121.75	3070.83	22147.33	1474.0	51585.17	33898.44	30336.5	34710.94	82102.84	186348.0	19258.34	42059.09	3822.5	86.0
ABC-9-RXN	11636.0	20788.17	6566.5	21728.0	96167.01	1247.36	6761.0	4971.33	3804.99	3442.0	34198.51	18842.62	17966.01	25612.74	381216.0	894483.52	95133.82	69731.84	32191.63	1076.8
ACECOATRANS-RXN	76.0	0.0	246.0	184.0	20152.7	40.0	1781.0	0.0	4945.0	0.0	324.0	143.76	78.0	1377.08	37640.0	45988.22	2352.66	7586.0	610.4	0.0
ACETALD-DEHYDROG-RXN	79.0	179.0	123.0	92.0	5482.83	123.0	2271.0	0.0	2470.0	190.0	629.0	578.44	581.0	577.43	45530.13	97668.67	5131.21	2933.17	3551.54	495.4
ACETATE--COA-LIGASE-ADP-FORMING-RXN	0.0	0.0	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.0	0.0	34.67	0.0	0.0	929.33	2326.0	23.0	11.0	0.0	0.0
ACETATE--COA-LIGASE-RXN	12267.25	36276.17	8109.5	24030.5	62690.5	116950.68	10916.25	10286.83	61842.66	6598.5	44298.34	52795.31	46516.67	48120.13	380740.1	899365.36	117922.27	108560.59	27957.62	45972.8
ACETATEKIN-RXN	10291.5	17813.67	588.0	600.5	47272.51	179.0	4912.25	3867.83	19760.33	2344.0	3182.17	13497.38	13499.0	12713.79	313313.15	798570.16	66121.89	63061.76	22747.72	45245.0
ACETOACETATE--COA-LIGASE-RXN	176.5	1973.5	303.0	319.0	4552.16	74.67	1922.5	327.5	5011.33	147.0	6531.17	1935.11	829.67	2599.44	32150.0	61914.0	8296.0	5994.5	570.67	86.0
ACETOACETATE-DECARBOXYLASE-RXN	0.0	0.0	219.5	220.0	1628.33	7.0	28.5	73.0	2269.5	0.0	54.0	405.5	215.0	621.5	25814.5	35060.55	3721.5	5179.5	1818.0	86.0
ACETOLACTATE-DECARBOXYLASE-RXN	0.0	2.0	0.0	0.0	11.67	0.0	0.0	13.0	0.0	0.0	21.0	99.0	193.67	521.0	44534.09	127434.39	4513.0	3898.34	59.33	0.0
ACETOLACTREDUCTOISOM-RXN	11298.75	33946.67	7004.0	23029.5	49133.67	58174.67	6488.75	7238.83	23979.33	6042.5	31553.17	25679.36	24736.17	26443.85	304499.99	779427.82	98635.89	80334.26	22738.72	45740.4
ACETOLACTSYN-RXN	35341.75	88214.34	15524.0	47369.5	117314.51	174381.34	20399.0	19707.16	83395.99	14388.5	99528.51	68025.85	64952.17	71394.24	887382.57	2131027.84	253942.71	228240.52	51702.69	91566.8
ACETOOHBUTREDUCTOISOM-RXN	11298.75	33946.67	7004.0	23029.5	49133.67	58174.67	6488.75	7238.83	23979.33	6042.5	31553.17	25679.36	24736.17	26443.85	304499.99	779427.82	98635.89	80334.26	22738.72	45740.4
ACETOOHBUTSYN-RXN	35341.75	88214.34	15524.0	47369.5	117314.51	174381.34	20399.0	19707.16	83395.99	14388.5	99528.51	68025.85	64952.17	71394.24	887382.57	2131027.84	253942.71	228240.52	51702.69	91566.8
ACETYL-COA-ACETYLTRANSFER-RXN	8174.0	46710.0	3739.0	5057.5	79283.99	117652.68	21128.25	16317.5	84251.49	12987.0	52796.51	50924.26	53119.51	51297.07	628146.31	1218946.59	205732.15	151883.08	44092.71	974.2
ACETYL-COA-CARBOXYLTRANSFER-RXN	33674.25	99588.01	21420.5	69346.5	147052.17	116638.0	22535.25	22296.49	74538.99	18085.5	107693.51	80250.51	75607.01	81773.58	926353.99	2368120.3	250728.82	244133.92	69231.52	137172.4
ACETYL-COA-HYDROLASE-RXN	95.0	8.0	246.0	174.0	160.5	34.67	1855.0	0.0	4872.0	0.0	364.0	269.17	229.0	1503.0	27640.5	52495.5	1134.0	5537.0	97.5	0.0
ACETYLGLUTKIN-RXN	11486.75	33468.67	7000.0	23029.5	49117.67	288.67	6451.75	7238.83	23979.33	6075.5	31553.17	26997.36	24859.17	27381.18	311575.82	803545.73	98906.38	81897.92	22716.72	45716.0
ACETYLHOMOSER-CYS-RXN	10645.75	31358.0	7185.5	23006.0	47496.17	176.0	4850.75	6893.5	38349.83	4431.5	29066.17	37702.63	34658.17	35698.79	247317.46	586949.47	75615.75	74143.92	15019.63	110.4
ACETYLORNDEACET-RXN	2490.75	20880.5	742.5	1838.5	25904.34	220.0	4926.25	6748.0	24034.5	4486.0	22147.5	15810.63	17885.17	16456.96	256660.93	641854.1	74209.67	63262.92	7895.83	0.0
ACETYLORNTRANSAM-RXN	11903.75	34994.67	7062.0	23093.5	49953.33	324.67	6474.25	7468.83	24032.83	6144.0	31599.17	26774.36	25418.17	27952.18	323402.15	811957.2	99534.21	80741.75	24288.89	45716.0
ACETYLSYNCLTH-RXN	0.0	35.0	0.0	0.0	2250.0	7.67	0.0	0.0	0.0	0.0	0.0	34.67	0.0	0.0	1866.5	3090.75	1494.25	643.0	112.38	0.0
ACID-PHOSPHATASE-RXN	6775.0	22860.5	366.0	422.0	1411.0	0.0	2153.0	2826.0	5251.5	3228.5	12164.0	1121.44	3109.67	2602.94	137660.33	351118.34	21428.0	34669.0	448.0	0.0
ACNEULY-RXN	153.0	338.0	0.0	0.0	20.34	0.0	0.0	0.0	0.0	33.0	21.0	95.0	130.0	1012.25	7308.67	21913.52	453.34	886.34	114.93	0.0
ACSERLY-RXN	33126.0	72982.34	8082.5	24271.0	62907.82	58546.67	7950.0	11910.66	46001.66	9467.0	36026.34	40915.93	39237.17	39564.0	577787.93	1478748.52	164003.85	167430.17	24898.48	45764.8
ACYL-COA-HYDROLASE-RXN	0.0	0.0	0.0	0.0	4.67	146.0	0.0	0.0	0.0	0.0	6149.0	0.0	0.0	0.0	7.0	69.5	72.0	2755.0	0.0	0.0
ACYL-COA-OXIDASE-RXN	251.0	61.0	0.0	0.0	2229.33	62.0	0.0	13.0	0.0	33.0	0.0	171.5	1092.0	1097.5	7160.6	7226.0	1335.0	188.0	9.0	0.0
ACYLACPSYNTH-RXN	9392.5	11681.17	6256.5	21354.5	2610.01	0.0	1721.5	3039.83	17009.5	1892.0	18217.0	24237.94	19548.5	20229.94	102299.17	240683.52	16551.34	32650.84	569.41	45630.0
ACYLAMINOACYL-PEPTIDASE-RXN	527.0	1261.5	200.5	199.5	125.5	0.0	272.0	1002.5	14949.0	545.5	2968.0	11785.5	9965.5	8599.0	19510.0	23725.0	5576.5	9828.0	10.5	0.0
ACYLCOASYN-RXN	13884.25	46477.0	2175.0	3157.5	87368.8	1017.68	21232.5	9705.0	46730.33	8508.0	49415.17	19644.75	21592.84	25419.22	573158.67	1299498.38	181314.03	128794.32	57469.99	1572.2
ACYLGPEACYLTRANS-RXN	9392.5	11681.17	6256.5	21351.5	2566.01	0.0	1721.5	2949.83	17009.5	1892.0	18217.0	24178.94	19548.5	20229.94	100847.67	230991.02	16425.34	32630.34	569.41	45630.0
ACYLNEURAMINATE-CYTIDYLYLTRANSFERASE-RXN	7312.0	12686.67	4.0	36.0	802.0	112.67	1567.5	1193.33	36.5	1040.5	75.0	364.67	441.34	1159.83	13922.59	46082.46	9864.0	12907.0	551.08	86.0
ACYLPHOSPHATASE-RXN	9897.5	29089.67	558.5	1054.5	45770.5	58198.0	6217.0	5792.83	18737.0	4925.0	15760.5	13462.94	12845.17	11243.94	241091.59	615388.93	55024.34	68339.34	16551.92	45269.4
ACYLPYRUVATE-HYDROLASE-RXN	0.0	2.0	0.0	0.0	660.0	50.0	0.0	13.0	0.0	0.0	0.0	0.0	41.0	7.5	2260.6	4504.0	235.0	12.0	0.0	0.0
ADCLY-RXN	10338.5	23293.67	6911.5	22063.0	25676.17	231.0	3045.75	7345.83	34410.33	4923.0	28158.67	37498.0	31296.17	32341.66	101274.19	238767.32	43316.58	53897.09	8331.06	45740.4
ADDALT-RXN	2209.0	2809.17	1079.5	966.5	5593.15	296.0	3028.0	2844.33	22522.0	1920.0	10657.0	14605.94	13002.67	12776.44	205379.6	503612.89	48777.33	36289.83	2284.33	0.0
ADENINE-DEAMINASE-RXN	1380.0	647.67	281.0	1174.0	30371.5	192.34	1037.5	1831.83	4338.83	1080.0	933.67	941.78	870.5	1788.1	31368.0	110135.04	18621.5	9187.0	443.46	24.4
ADENODEAMIN-RXN	2209.0	2809.17	1079.5	966.5	5593.15	296.0	3028.0	2844.33	22522.0	1920.0	10657.0	14605.94	13002.67	12776.44	205379.6	503612.89	48777.33	36289.83	2284.33	0.0
ADENOSINE-KINASE-RXN	9072.25	20664.67	6228.0	21230.0	14781.66	99.0	2653.5	4064.83	2458.0	4176.5	26950.0	10778.25	9766.17	12574.5	43981.67	101584.33	20362.0	32408.5	2106.0	86.0
ADENOSYLHOMOCYSTEINASE-RXN	11218.75	33371.67	7000.0	23032.5	40943.34	116033.67	6464.75	7290.83	23979.33	6042.5	31570.17	26484.36	24846.17	27172.94	305617.32	796719.71	99330.22	82363.26	22406.71	45740.4
ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN	6730.0	11448.0	566.0	531.0	21253.17	176.0	1187.75	1371.5	2747.33	929.0	6884.67	2129.5	3590.5	6550.41	144257.67	390332.7	28744.0	27325.59	8300.61	45716.0
ADENPHOSPHOR-RXN	1989.0	9306.5	567.5	1692.5	41341.01	160.67	3676.0	2620.5	22422.0	932.5	3872.0	13854.67	13799.67	13654.41	170288.85	470052.65	74466.26	35857.68	20395.9	471.0
ADENPRIBOSYLTRAN-RXN	9991.75	31354.67	6372.5	21625.5	39468.17	58082.67	4556.75	6133.83	17179.83	4997.5	30416.67	25416.86	23375.17	24665.52	245855.73	606610.5	64944.22	63244.09	22505.72	45764.8
ADENYL-KIN-RXN	11785.75	33849.67	7153.0	23119.5	51199.17	116278.67	7438.75	8302.83	26415.33	6393.5	31751.17	27275.36	25365.17	28404.85	334388.83	891430.18	100374.06	89066.09	23000.47	45740.4
ADENYLATECYC-RXN	23533.75	51837.51	1556.5	1477.5	41858.01	364.35	11498.5	10089.49	66388.5	7119.0	16201.5	39723.04	32862.84	34040.77	338927.11	797284.62	91975.01	114514.34	19916.41	45159.0
ADENYLOSUCCINATE-SYNTHASE-RXN	11235.75	33409.67	7000.0	23029.5	50801.67	58319.67	6464.75	7367.83	23996.33	6042.5	37740.17	27153.86	24989.17	27721.85	317222.49	831057.04	99187.72	86945.59	24356.72	45740.4
ADENYLYLSULFATE-REDUCTASE-RXN	0.0	70.0	0.0	0.0	9.34	15.34	0.0	0.0	0.0	0.0	0.0	69.34	0.0	132.66	2482.6	10966.72	3217.76	76.0	224.76	0.0
ADENYLYLSULFKIN-RXN	23490.5	49480.84	517.0	877.0	22296.67	347.0	5583.0	9250.16	33957.33	6854.5	18500.17	26888.88	25314.67	20815.71	263749.58	662652.89	82842.0	107082.5	2843.43	45630.0
ADOMET-DMK-METHYLTRANSFER-RXN	12180.75	36588.17	7345.5	23324.0	51802.67	116200.34	7543.75	8632.33	41451.83	6358.0	34645.67	39069.97	34597.17	35857.04	343110.91	829659.73	106453.55	100530.42	22604.56	45764.8
ADPREDUCT-RXN	28423.0	87179.67	20548.5	68386.5	97880.83	58693.0	19273.5	16337.83	42016.99	15374.0	88115.51	53952.94	52945.51	60608.85	632205.07	1682983.09	183887.42	184849.84	28043.87	92013.4
AGMATIN-RXN	4312.5	9280.5	281.0	1237.0	31932.16	173936.0	3429.5	3294.0	4462.66	1404.5	1168.84	1802.38	1994.67	2653.71	110312.95	282726.92	52989.63	20571.33	3258.6	605.8
AGMATINE-DEIMINASE-RXN	1453.25	5721.5	356.0	1454.0	1620.67	149.0	1396.0	1083.0	6036.0	1053.5	1631.0	2275.69	4859.67	4021.44	139199.01	408422.53	40980.09	23397.84	344.71	45159.0
AICARSYN-RXN	11235.75	33409.67	7000.0	23029.5	50447.67	58283.67	6464.75	7367.83	23979.33	6042.5	31570.17	27129.36	24859.17	27413.85	314209.99	824888.16	99243.97	83264.59	22871.1	45740.4
AICARTRANSFORM-RXN	11235.75	33444.67	7000.0	23029.5	50529.67	442.34	6464.75	7277.83	23979.33	6042.5	31570.17	27189.03	24859.17	27573.35	315091.74	818137.91	99537.72	83278.59	22869.72	45740.4
AIRS-RXN	11345.75	33955.67	7000.0	23029.5	50728.67	58283.67	6518.75	7360.33	23994.66	6042.5	31638.84	26624.36	25207.67	27556.85	317588.49	820338.16	99070.72	82184.59	22902.89	45740.4
AKBLIG-RXN	2025.75	18445.17	811.5	2702.5	13578.01	58062.67	2578.5	4486.33	23404.0	4036.0	10502.0	14450.92	16273.34	15435.66	204831.34	646916.57	67785.42	51664.67	20911.31	45159.0
ALANINE--GLYOXYLATE-AMINOTRANSFERASE-RXN	7235.0	10947.17	442.5	564.5	4058.84	0.0	3614.5	3434.33	23921.0	1434.5	9712.5	13190.5	11060.5	10712.0	106472.17	180653.9	23068.84	35620.84	511.83	45183.4
ALANINE--TRNA-LIGASE-RXN	11252.75	33453.67	7057.0	23064.5	61505.17	58555.67	8690.75	7393.83	24082.33	6042.5	31593.17	27350.36	25142.17	27898.18	386426.29	1030618.44	105932.85	88550.09	35894.82	45740.4
ALANINE-AMINOTRANSFERASE-RXN	219.25	10232.0	6478.5	21391.0	1766.66	152.0	2539.25	2584.5	2582.0	2903.5	26973.0	11671.25	9723.0	13674.5	10864.27	35730.71	8051.25	16214.75	2155.88	86.0
ALANINE-DEHYDROGENASE-RXN	11782.5	34452.67	842.5	1925.5	37383.01	454.67	6122.25	7364.83	26220.0	5844.5	10289.0	15656.61	16297.34	16323.35	284249.31	742560.6	95077.47	72354.59	21964.62	45678.8
ALARACECAT-RXN	11749.75	30539.67	7399.5	23279.5	53448.33	288.67	7362.75	7515.33	26556.33	6153.5	31781.17	27520.86	25348.67	29192.68	346191.32	883001.78	100107.13	84279.25	24598.2	45740.4
ALCOHOL-DEHYDROG-GENERIC-RXN	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
ALCOHOL-DEHYDROG-RXN	16234.75	54481.17	2119.0	2726.0	79297.66	232808.34	8145.25	10572.83	45108.65	7749.0	38240.35	32853.85	31431.34	32776.49	569327.8	1358307.09	108609.34	114356.08	24364.68	92869.4
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	435.0	118.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	66.0	0.0	0.0	0.0	0.0	42.33	858.5	9747.0	0.0	5573.0	0.0
ALDEHYDE-DEHYDROGENASE-NADORNOP+-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	870.5	2228.5	166.5	5.0	0.0	0.0
ALDEHYDE-DEHYDROGENASE-NADP+-RXN	914.0	823.0	1164.5	1888.0	2394.0	81.0	2056.0	1159.5	7011.0	455.0	7845.0	1724.94	4122.84	4483.94	75398.68	237859.51	25121.34	17996.5	4731.5	0.0
ALDEHYDE-REDUCTASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6149.0	0.0	0.0	0.0	50834.0	127005.0	5224.0	7008.0	19.0	0.0
ALDHDEHYDROG-RXN	5544.75	38202.0	1737.0	3911.0	50505.49	889.67	11417.5	9026.5	25593.65	6007.5	54915.35	10466.5	13432.34	16727.66	343895.35	819900.07	108063.42	85662.17	18938.92	1015.2
ALDOSE-1-EPIMERASE-RXN	1729.5	6675.5	1102.5	2641.0	16416.84	378.0	3493.0	2025.5	11281.83	1273.0	14450.67	3318.82	9353.67	11254.06	210466.87	609352.18	83883.18	44777.68	15644.26	495.4
ALDOSE1EPIM-RXN	1729.5	6675.5	1102.5	2641.0	16416.84	378.0	3493.0	2025.5	11281.83	1273.0	14450.67	3318.82	9353.67	11254.06	210466.87	609352.18	83883.18	44777.68	15644.26	495.4
ALKANAL-MONOOXYGENASE-FMN-LINKED-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	0.0
ALKANE-1-MONOOXYGENASE-RXN	1208.0	880.0	593.0	380.0	1152.5	162.0	883.75	1823.0	2701.0	733.0	237.0	505.5	1591.0	2510.0	5798.0	19897.0	844.5	1494.25	1676.5	0.0
ALKAPHOSPHA-RXN	21474.5	63301.17	6837.5	22664.0	27234.84	344.0	3936.25	7374.33	3810.83	9996.5	45994.67	12234.5	14935.84	18491.58	266274.45	739617.51	61728.67	86365.92	3356.93	45245.0
ALKYLGLYCERONE-PHOSPHATE-SYNTHASE-RXN	0.0	4.0	49.0	37.0	1523.33	45.0	0.0	26.0	0.0	0.0	6149.0	51.5	165.0	15.0	16772.26	26048.52	2242.66	4420.66	103.0	0.0
ALKYLMERCURY-LYASE-RXN	0.0	0.0	0.0	0.0	17.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.5	114.5	0.0	0.0	0.0	0.0
ALLANTOATE-DEIMINASE-RXN	47.0	4.0	0.0	17.0	673.67	0.0	9.5	50.0	259.0	0.0	12843.5	633.44	965.5	187.44	50284.17	129506.33	6171.25	8859.0	138.08	0.0
ALLANTOICASE-RXN	17.0	0.0	250.5	165.0	1208.33	72.0	17.0	0.0	158.0	0.0	49.0	561.0	522.5	1008.0	6788.83	19993.01	812.33	2090.33	3057.5	0.0
ALLANTOIN-RACEMASE-RXN	621.0	451.0	545.5	376.0	765.33	90.0	1805.5	1147.5	5049.5	382.0	6522.0	875.94	1244.0	2566.94	6100.17	15495.83	1360.0	4703.0	1764.5	0.0
